tree,slope,week,cwc,time_season,site,date_new,date_wp
2367,-0.005963052325581397,17,0.0321209,after leafout,MiddleEarth,2022-04-29,2022-04-29
2367,-0.005963052325581397,21,0,after leafout,MiddleEarth,2022-05-29,2022-05-29
2367,-0.005963052325581397,10,0.031879,before leafout,MiddleEarth,2022-03-08,2022-03-08
2367,-0.005963052325581397,33,NA,after leafout,MiddleEarth,2022-08-18,2022-08-18
2367,-0.005963052325581397,37,0,after leafout,MiddleEarth,2022-09-15,2022-09-15
2367,-0.005963052325581397,18,0.006397,after leafout,MiddleEarth,2022-05-03,2022-05-03
2369,-0.00516051046511628,10,0.0522501,before leafout,MiddleEarth,2022-03-08,2022-03-08
2369,-0.00516051046511628,12,0.0467042,before leafout,MiddleEarth,2022-03-22,2022-03-22
2369,-0.00516051046511628,21,0,after leafout,MiddleEarth,2022-05-29,2022-05-29
2369,-0.00516051046511628,37,0,after leafout,MiddleEarth,2022-09-15,2022-09-15
2369,-0.00516051046511628,18,0.006397,after leafout,MiddleEarth,2022-05-03,2022-05-03
2369,-0.00516051046511628,19,0,after leafout,MiddleEarth,2022-05-11,2022-05-11
2369,-0.00516051046511628,11,0.0608976,before leafout,MiddleEarth,2022-03-16,2022-03-16
2369,-0.00516051046511628,33,NA,after leafout,MiddleEarth,2022-08-18,2022-08-18
2369,-0.00516051046511628,29,NA,after leafout,MiddleEarth,2022-07-19,2022-07-19
2369,-0.00516051046511628,14,0.0691728,before leafout,MiddleEarth,2022-04-05,2022-04-05
2369,-0.00516051046511628,15,0.0115005,before leafout,MiddleEarth,2022-04-12,2022-04-12
2369,-0.00516051046511628,17,0.0144141,after leafout,MiddleEarth,2022-04-29,2022-04-29
2370,-0.009036620338983052,17,0.0152271,after leafout,Weathertop,2022-04-29,2022-04-29
2370,-0.009036620338983052,12,0.0263388,before leafout,Weathertop,2022-03-22,2022-03-22
2370,-0.009036620338983052,21,0,after leafout,Weathertop,2022-05-29,2022-05-29
2370,-0.009036620338983052,37,0,after leafout,Weathertop,2022-09-15,2022-09-15
2370,-0.009036620338983052,33,NA,after leafout,Weathertop,2022-08-18,2022-08-18
2370,-0.009036620338983052,29,NA,after leafout,Weathertop,2022-07-19,2022-07-19
2370,-0.009036620338983052,10,0.0655667,before leafout,Weathertop,2022-03-08,2022-03-08
2370,-0.009036620338983052,14,0.0534179,before leafout,Weathertop,2022-04-05,2022-04-05
2370,-0.009036620338983052,19,1.273e-4,after leafout,Weathertop,2022-05-11,2022-05-11
2370,-0.009036620338983052,18,0,after leafout,Weathertop,2022-05-03,2022-05-03
2370,-0.009036620338983052,15,0,before leafout,Weathertop,2022-04-12,2022-04-12
2371,0.005578683050847457,17,0.0570817,after leafout,Weathertop,2022-04-29,2022-04-29
2371,0.005578683050847457,33,NA,after leafout,Weathertop,2022-08-18,2022-08-18
2371,0.005578683050847457,21,0.027288,after leafout,Weathertop,2022-05-29,2022-05-29
2371,0.005578683050847457,18,0.027737,after leafout,Weathertop,2022-05-03,2022-05-03
2371,0.005578683050847457,29,NA,after leafout,Weathertop,2022-07-19,2022-07-19
2371,0.005578683050847457,10,0.0209954,before leafout,Weathertop,2022-03-08,2022-03-08
2371,0.005578683050847457,19,0.0259098,after leafout,Weathertop,2022-05-11,2022-05-11
2371,0.005578683050847457,12,0.0553939,before leafout,Weathertop,2022-03-22,2022-03-22
2371,0.005578683050847457,15,0.0302431,before leafout,Weathertop,2022-04-12,2022-04-12
2371,0.005578683050847457,37,0.0282761,after leafout,Weathertop,2022-09-15,2022-09-15
2371,0.005578683050847457,14,0.0908171,before leafout,Weathertop,2022-04-05,2022-04-05
2372,0.006267633898305087,12,0.0561855,before leafout,Weathertop,2022-03-22,2022-03-22
2372,0.006267633898305087,37,0.0086111,after leafout,Weathertop,2022-09-15,2022-09-15
2372,0.006267633898305087,17,0.0331518,after leafout,Weathertop,2022-04-29,2022-04-29
2372,0.006267633898305087,29,NA,after leafout,Weathertop,2022-07-19,2022-07-19
2372,0.006267633898305087,21,0.0287231,after leafout,Weathertop,2022-05-29,2022-05-29
2372,0.006267633898305087,19,0.0279729,after leafout,Weathertop,2022-05-11,2022-05-11
2372,0.006267633898305087,10,0.0170495,before leafout,Weathertop,2022-03-08,2022-03-08
2372,0.006267633898305087,33,NA,after leafout,Weathertop,2022-08-18,2022-08-18
2372,0.006267633898305087,15,0.0319406,before leafout,Weathertop,2022-04-12,2022-04-12
2372,0.006267633898305087,18,0.0388236,after leafout,Weathertop,2022-05-03,2022-05-03
2372,0.006267633898305087,14,0.0876852,before leafout,Weathertop,2022-04-05,2022-04-05
2375,-0.011934485714285733,33,NA,after leafout,Hobbiton,2022-08-18,2022-08-18
2375,-0.011934485714285733,21,0.0197755,after leafout,Hobbiton,2022-05-29,2022-05-29
2375,-0.011934485714285733,29,NA,after leafout,Hobbiton,2022-07-19,2022-07-19
2375,-0.011934485714285733,37,3.29e-4,after leafout,Hobbiton,2022-09-15,2022-09-15
2375,-0.011934485714285733,18,0.0296294,after leafout,Hobbiton,2022-05-03,2022-05-03
2375,-0.011934485714285733,19,0,after leafout,Hobbiton,2022-05-11,2022-05-11
2375,-0.011934485714285733,15,0.0351597,before leafout,Hobbiton,2022-04-12,2022-04-12
2375,-0.011934485714285733,17,0.0138281,after leafout,Hobbiton,2022-04-29,2022-04-29
2375,-0.011934485714285733,14,0.0920584,before leafout,Hobbiton,2022-04-05,2022-04-05
2375,-0.011934485714285733,12,0.079956,before leafout,Hobbiton,2022-03-22,2022-03-22
